stage,stage_label,order,title,description,source_file,notes_for_new_ideas
foreplay,Foreplay,91,Five Lip Kisses,"{player}, hold {partner}'s face in both hands and give them five short, sweet kisses on the lips.",foreplay-2.json,
foreplay,Foreplay,92,Behind the Knees,"{player}, run your fingers lightly across the back of {partner}'s knees.",foreplay-2.json,
foreplay,Foreplay,93,Secret Praise,"{player}, whisper a secret compliment that you’ve never told anyone else.",foreplay-2.json,
foreplay,Foreplay,94,Neck Press,"{player}, press your lips to the side of {partner}'s neck and hold them there while taking a deep breath.",foreplay-2.json,
foreplay,Foreplay,95,Armpit to Hip,"{player}, lightly skim your palm down {partner}'s side from armpit to hip.",foreplay-2.json,
foreplay,Foreplay,96,Heartbeat Listen,"{player}, rest your head on {partner}'s chest and listen to their breathing for 1 minute.",foreplay-2.json,
foreplay,Foreplay,97,Bottom Lip Tug,"{player}, use your lips to gently tug on {partner}'s bottom lip three times.",foreplay-2.json,
foreplay,Foreplay,98,Blind Body Guess,"{player}, put a blindfold on {partner} and let them guess which part of your body is touching theirs.",foreplay-2.json,
foreplay,Foreplay,99,Cheekbone Thumb,"{player}, trace your thumbs over {partner}'s cheekbones while kissing them softly.",foreplay-2.json,
foreplay,Foreplay,100,Relax Command,"{player}, gently stroke {partner}'s sides while whispering 'relax into me.'.",foreplay-2.json,
foreplay,Foreplay,101,Lap Grind,"{player}, have {partner} sit on your lap facing you, grinding slowly through clothes while making unbroken eye contact.",foreplay-3.json,
foreplay,Foreplay,102,Ice Trail,"{player}, drag an ice cube down {partner}'s stomach and thighs, then immediately follow the water trail with warm tongue licks.",foreplay-3.json,
foreplay,Foreplay,103,Shirtless Grip,"{player}, pull {partner}'s shirt off and run both hands firmly over their chest while biting their neck.",foreplay-3.json,
foreplay,Foreplay,104,Spank Preview,"{player}, deliver three sharp, stinging spanks over {partner}'s underwear, then soothe the area with slow, firm rubs.",foreplay-3.json,
foreplay,Foreplay,105,Through-Fabric Suck,"{player}, suck gently on {partner}'s nipples through their bra or thin shirt until the fabric is damp.",foreplay-3.json,
foreplay,Foreplay,106,Porn Pick,"{player}, sit on the couch together and let {partner} choose a porn video for both of you to watch while you touch them through their clothes.",foreplay-3.json,
foreplay,Foreplay,107,Rim Tease,"{player}, have {partner} lie on their stomach while you gently lick and kiss around their ass and rim — stay just outside.",foreplay-3.json,
foreplay,Foreplay,108,Oiled Spanks,"{player}, apply warm oil over {partner}'s bare ass cheeks and give five firm, stinging spanks until the skin is warm and flushed.",foreplay-3.json,
foreplay,Foreplay,109,Anal Finger Tease,"{player}, while kissing {partner} deeply, lube one finger and slowly press it against their outer rim without going all the way in yet.",foreplay-3.json,
step_it_up,Step It Up,1,Dominant Command,"{player}, give {partner} one clear, explicit instruction for how they must touch you right now.",step-it-up.json,
step_it_up,Step It Up,2,Bed Restraint,"{player}, secure {partner}'s hands above their head using a belt, scarf, or soft ties for the next 3 minutes.",step-it-up.json,
step_it_up,Step It Up,3,Intense Oral Tease,"{player}, spend 2 minutes using tongue and lips in intimate areas, stopping right before they reach the edge.",step-it-up.json,
step_it_up,Step It Up,4,Dirty Talk Direct,"{player}, describe in explicit detail exactly what you want to do to {partner} before touching them.",step-it-up.json,
step_it_up,Step It Up,5,Speed Control,"{player}, initiate explicit touch, but maintain a strictly slow, agonizing pace for at least 90 seconds.",step-it-up.json,
step_it_up,Step It Up,6,Blindfolded Touch,"{player}, blindfold {partner} and give them 2 minutes of direct intimate attention with no verbal warning.",step-it-up.json,
step_it_up,Step It Up,7,Edge Master,"{player}, bring {partner} close to the peak, then completely stop all touch for 30 seconds while looking into their eyes.",step-it-up.json,
step_it_up,Step It Up,8,Mirror View Intimacy,"{player}, position {partner} so they can watch the intimate action in a full-length mirror or phone screen.",step-it-up.json,
step_it_up,Step It Up,9,Firm Grip,"{player}, hold {partner} firmly by the hips or waist and pull them as close as physically possible during deep kissing.",step-it-up.json,
step_it_up,Step It Up,10,Sensory Ice & Heat,"{player}, use an ice cube directly on an intimate zone for 15 seconds, followed immediately by warm breath.",step-it-up.json,
step_it_up,Step It Up,11,Lap Straddle,"{player}, straddle {partner}'s lap facing them and grind slowly while keeping hands behind your back.",step-it-up.json,
step_it_up,Step It Up,12,Spanking Light,"{player}, deliver five firm slaps to {partner}'s rear while pulling them close by the waist.",step-it-up.json,
step_it_up,Step It Up,13,Heavy Breathing,"{player}, focus entirely on oral attention while encouraging {partner} to react as loudly as they want.",step-it-up.json,
step_it_up,Step It Up,14,Position Switch,"{player}, take full physical control and move {partner} into your preferred starting position on the bed.",step-it-up.json,
step_it_up,Step It Up,15,No-Hands Challenge,"{player}, use only your mouth and lips to tease {partner}'s most sensitive areas for 2 minutes.",step-it-up.json,
step_it_up,Step It Up,16,Whispered Secrets,"{player}, tell {partner} your absolute wildest sexual secret while touching them intimately.",step-it-up.json,
step_it_up,Step It Up,17,Hair Pull & Kiss,"{player}, gently pull {partner}'s hair back to expose their throat and kiss deeply down to their chest.",step-it-up.json,
step_it_up,Step It Up,18,Clothes Off Final,"{player}, remove every remaining piece of clothing from {partner} as fast or as slow as they command.",step-it-up.json,
step_it_up,Step It Up,19,Rhythmic Stroke,"{player}, use manual stimulation on {partner} at a steady, increasing tempo for 2 minutes straight.",step-it-up.json,
step_it_up,Step It Up,20,Roleplay Spark,"{player}, adopt a dominant or submissive persona for the next 5 minutes of play.",step-it-up.json,
step_it_up,Step It Up,21,Standing Intimacy,"{player}, push {partner} up against a secure wall or bedpost and engage in deep intimate contact.",step-it-up.json,
step_it_up,Step It Up,22,Controlled Movement,"{player}, guide {partner}'s hips with both hands, dictating the rhythm and depth of movement.",step-it-up.json,
step_it_up,Step It Up,23,Double Touch,"{player}, stimulate two sensitive areas of {partner}'s body simultaneously for 90 seconds.",step-it-up.json,
step_it_up,Step It Up,24,Command Exchange,"{player}, allow {partner} to give you one explicit command that you must perform immediately.",step-it-up.json,
step_it_up,Step It Up,25,Teasing Pause,"{player}, hover right at the entry/sensitive spot for 45 seconds without making full contact.",step-it-up.json,
step_it_up,Step It Up,26,Thigh Pin,"{player}, pin {partner}'s legs gently over your shoulders or waist to deepen access.",step-it-up.json,
step_it_up,Step It Up,27,Intense Eye Contact,"{player}, perform intimate touch while maintaining unbroken eye contact until {partner} looks away.",step-it-up.json,
step_it_up,Step It Up,28,Sensory Toy Play,"{player}, introduce a favorite toy or massager into the play for at least 2 minutes.",step-it-up.json,
step_it_up,Step It Up,29,Slow Grind,"{player}, maintain full body-to-body contact and grind slowly for 1 full minute before proceeding.",step-it-up.json,
step_it_up,Step It Up,30,Oral Countdown,"{player}, give {partner} 30 deliberate, slow strokes with your tongue in sensitive areas.",step-it-up.json,
step_it_up,Step It Up,31,Erotic Audio,"{player}, describe out loud every physical sensation you are feeling as {partner} touches you.",step-it-up.json,
step_it_up,Step It Up,32,Pillow Lift,"{player}, place a pillow under {partner}'s lower back or hips to elevate them.",step-it-up.json,
step_it_up,Step It Up,33,Firm Arch,"{player}, arch {partner}'s back with your hands while kissing them passionately.",step-it-up.json,
step_it_up,Step It Up,34,Bite & Caress,"{player}, gently bite down on {partner}'s hip or shoulder while caressing their inner thigh.",step-it-up.json,
step_it_up,Step It Up,35,Denial Round,"{player}, {partner} is not allowed to touch you back for the next 2 minutes while you take full control.",step-it-up.json,
step_it_up,Step It Up,36,Speed Burst,"{player}, increase the tempo of touch drastically for 30 seconds, then drop back to a slow rhythm.",step-it-up.json,
step_it_up,Step It Up,37,Trace with Hair,"{player}, drag your long hair across {partner}'s bare chest and stomach while kissing down their body.",step-it-up.json,
step_it_up,Step It Up,38,Chest-to-Chest Pressure,"{player}, press your full body weight against {partner} on the bed and hold for 45 seconds.",step-it-up.json,
step_it_up,Step It Up,39,Lick & Blow,"{player}, lick a wet path down {partner}'s stomach and blow cold air on it immediately after.",step-it-up.json,
step_it_up,Step It Up,40,Hand Pin,"{player}, hold both of {partner}'s hands pinned to the mattress with one hand while using the other.",step-it-up.json,
step_it_up,Step It Up,41,Rhythm Sync,"{player}, move together in a slow, circular rhythm for 2 minutes without breaking physical contact.",step-it-up.json,
step_it_up,Step It Up,42,Intimate Whisper,"{player}, whisper three explicit instructions for what {partner} should do during Stage 4.",step-it-up.json,
step_it_up,Step It Up,43,Sensory Feather & Oil,"{player}, combine warm oil with a soft feather or light touch across {partner}'s torso.",step-it-up.json,
step_it_up,Step It Up,44,Glance in the Dark,"{player}, turn off all lights and rely entirely on touch and sound for the next 3 minutes.",step-it-up.json,
step_it_up,Step It Up,45,Edge & Repeat,"{player}, bring {partner} to the edge, back off completely, and then bring them right back to it once more.",step-it-up.json,
step_it_up,Step It Up,46,Body Lift,"{player}, lift {partner} up or reposition them on the bed using firm physical grip.",step-it-up.json,
step_it_up,Step It Up,47,Deep Pressure Kissing,"{player}, kiss {partner} deeply while applying firm pressure to their hips with both hands.",step-it-up.json,
step_it_up,Step It Up,48,Explicit Compliment,"{player}, tell {partner} exactly why their body turns you on more than anything else.",step-it-up.json,
step_it_up,Step It Up,49,Fast & Slow,"{player}, alternate between fast and agonizingly slow touch every 15 seconds.",step-it-up.json,
step_it_up,Step It Up,50,Full Surrender,"{player}, lay completely back and let {partner} take absolute control for the next 3 minutes.",step-it-up.json,
step_it_up,Step It Up,51,Positional Command,"{player}, take full control: Tell {partner} exactly which position to get into on the bed.",step-it-up-2.json,
step_it_up,Step It Up,52,Thigh Boundary Tease,"{player}, blindfold {partner} and use hands and lips on their inner thighs for 2 solid minutes without touching the center.",step-it-up-2.json,
step_it_up,Step It Up,53,Dual Turn-Ons,"{player}, tell {partner} two specific things they are doing right now that are driving you wild.",step-it-up-2.json,
step_it_up,Step It Up,54,Single-Hand Pin,"{player}, pin {partner}'s hands above their head with one hand while using your other hand to touch them intimately.",step-it-up-2.json,
step_it_up,Step It Up,55,Brink Stop,"{player}, bring {partner} right to the edge of climax, then completely pull back and sit still for 45 seconds.",step-it-up-2.json,
step_it_up,Step It Up,56,Agonizing Oral,"{player}, use your mouth on {partner_cock} at an agonizingly slow tempo for 90 seconds.",step-it-up-2.json,
step_it_up,Step It Up,57,Eyes Locked Command,"{player}, command {partner} to keep their eyes wide open and locked onto yours while you touch them intimately.",step-it-up-2.json,
step_it_up,Step It Up,58,Hip Elevation,"{player}, place a pillow beneath {partner}'s hips to elevate them for deeper access.",step-it-up-2.json,
step_it_up,Step It Up,59,Slap & Soothe,"{player}, deliver three firm slaps to {partner}'s rear, followed immediately by warm, soothing kisses over the spot.",step-it-up-2.json,
step_it_up,Step It Up,60,Chest Straddle,"{player}, straddle {partner}'s chest or lap and control the pace of deep kissing for 2 minutes.",step-it-up-2.json,
step_it_up,Step It Up,61,Explicit Preview,"{player}, tell {partner} an explicit step-by-step description of what you plan to do next before doing it.",step-it-up-2.json,
step_it_up,Step It Up,62,Toy & Hand Hold,"{player}, use a massager or toy on {partner} while holding their free hand tightly.",step-it-up-2.json,
step_it_up,Step It Up,63,Hair Pull Exposure,"{player}, gently pull {partner}'s hair back to expose their neck while pressing your body firmly against theirs.",step-it-up-2.json,
step_it_up,Step It Up,64,Tempo Contrast,"{player}, alternate between intense, heavy manual touch and ultra-soft feather touches every 15 seconds.",step-it-up-2.json,
step_it_up,Step It Up,65,Polite Request,"{player}, require {partner} to ask politely before you give them full intimate touch.",step-it-up-2.json,
step_it_up,Step It Up,66,Bed-Edge Shift,"{player}, move {partner} to the edge of the bed. Stand between their legs while they lie back.",step-it-up-2.json,
step_it_up,Step It Up,67,Tongue Tip Focus,"{player}, spend 2 minutes giving {partner} oral on {partner_cock} using only the tip of your tongue in small circles.",step-it-up-2.json,
step_it_up,Step It Up,68,Hands Behind Back,"{player}, guide {partner}'s hands behind their back and hold them there while you kiss down their torso.",step-it-up-2.json,
step_it_up,Step It Up,69,Rhythmic Dirty Talk,"{player}, whisper your favorite dirty phrase directly into {partner}'s ear while maintaining a steady rhythm of touch.",step-it-up-2.json,
step_it_up,Step It Up,70,Stomach Entry,"{player}, have {partner} lie flat on their stomach while you touch them intimately from behind.",step-it-up-2.json,
step_it_up,Step It Up,71,Thermal Contrast Shock,"{player}, use an ice cube on {partner}'s intimate areas for 10 seconds, followed immediately by hot breath.",step-it-up-2.json,
step_it_up,Step It Up,72,Breathing Control,"{player}, take control of {partner}'s breathing by instructing them when to inhale and exhale as you touch them.",step-it-up-2.json,
step_it_up,Step It Up,73,Mirror Spectator,"{player}, position {partner} in front of a mirror so you can both watch every movement.",step-it-up-2.json,
step_it_up,Step It Up,74,Wide Open Stare,"{player}, hold {partner}'s thighs wide open and stare intently for 15 seconds before leaning in.",step-it-up-2.json,
step_it_up,Step It Up,75,Sudden Standstill,"{player}, perform fast, firm manual stimulation for 30 seconds, then abruptly drop to a complete standstill.",step-it-up-2.json,
step_it_up,Step It Up,76,Waist Adjustment,"{player}, give {partner} a firm grip on the waist and lift/adjust their body to your exact liking.",step-it-up-2.json,
step_it_up,Step It Up,77,Direct Command Pass,"{player}, allow {partner} to give you one explicit command that you must carry out instantly.",step-it-up-2.json,
step_it_up,Step It Up,78,Affirming Touch,"{player}, touch {partner} intimately while telling them how beautiful/handsome they look right now.",step-it-up-2.json,
step_it_up,Step It Up,79,Oiled Direct Touch,"{player}, use warm massage oil for direct, smooth intimate touch for 2 full minutes.",step-it-up-2.json,
step_it_up,Step It Up,80,Over-Shoulder Angle,"{player}, place {partner}'s legs over your shoulders to maximize closeness and depth.",step-it-up-2.json,
step_it_up,Step It Up,81,Soft Bind,"{player}, restraint challenge: Use a belt or scarf to loosely secure {partner}'s wrists to the bedposts for 3 minutes.",step-it-up-2.json,
step_it_up,Step It Up,82,Counted Tongue Strokes,"{player}, give 20 slow, deliberate licks in sensitive areas, counting each one out loud.",step-it-up-2.json,
step_it_up,Step It Up,83,Hands-Behind-Head Rule,"{player}, require {partner} to keep their hands behind their head without touching you while you tease them.",step-it-up-2.json,
step_it_up,Step It Up,84,Full Weight Press,"{player}, press your full body weight down against {partner} on the mattress and kiss them passionately.",step-it-up-2.json,
step_it_up,Step It Up,85,Memory Whispers,"{player}, whispering challenge: Describe in detail your favorite sexual memory with {partner}.",step-it-up-2.json,
step_it_up,Step It Up,86,Proximity Hover,"{player}, hover right over {partner}'s most sensitive spot, letting them feel your warmth without touching for 30 seconds.",step-it-up-2.json,
step_it_up,Step It Up,87,Guided Pressure,"{player}, take {partner}'s hand and place it on your body to show them the exact pressure you want.",step-it-up-2.json,
step_it_up,Step It Up,88,Oral / Manual Swap,"{player}, alternate between fast oral and slow hands on {partner_cock} for 2 minutes.",step-it-up-2.json,
step_it_up,Step It Up,89,Hip Bite & Slide,"{player}, gently bite {partner}'s hip bone while sliding your hands under their rear.",step-it-up-2.json,
step_it_up,Step It Up,90,Kneeling Seated Edge,"{player}, have {partner} sit on the edge of a chair or couch while you kneel between their knees.",step-it-up-2.json,
step_it_up,Step It Up,91,Wall Grind,"{player}, hold {partner} close in a standing embrace against a wall while grinding slowly.",step-it-up-2.json,
step_it_up,Step It Up,92,Hair & Touch Dual,"{player}, perform intimate manual stimulation while using your other hand to stroke their hair.",step-it-up-2.json,
step_it_up,Step It Up,93,Silence Timer,"{player}, tell {partner} they aren't allowed to make a sound for 60 seconds while you tease them—if they do, reset the timer.",step-it-up-2.json,
step_it_up,Step It Up,94,Arched Forceful Kiss,"{player}, arch {partner}'s lower back with your arm while giving them a deep, forceful kiss.",step-it-up-2.json,
step_it_up,Step It Up,95,Navel-to-Thigh Lick,"{player}, lick a path from {partner}'s lower stomach down to their inner thigh without stopping.",step-it-up-2.json,
step_it_up,Step It Up,96,Role Switch,"{player}, switch roles completely: The submissive partner takes full control for the next 3 minutes.",step-it-up-2.json,
step_it_up,Step It Up,97,Dual Stimulation Burst,"{player}, use double stimulation (manual + oral or toy) simultaneously for 60 seconds.",step-it-up-2.json,
step_it_up,Step It Up,98,Chin Grip Kiss,"{player}, hold {partner}'s chin firmly between thumb and forefinger while kissing them intensely.",step-it-up-2.json,
step_it_up,Step It Up,99,Double Brink,"{player}, bring {partner} close to the edge twice in a row before allowing any transition to the final stage.",step-it-up-2.json,
step_it_up,Step It Up,100,Waist Lock Command,"{player}, wrap your arms tightly around {partner}'s waist and whisper: 'It's time.'.",step-it-up-2.json,
step_it_up,Step It Up,101,Oral Proof Shot,"{player}, take a private photo of yourself going down on {partner} — keep it as a shared memory, not for anyone else.",step-it-up-3.json,
step_it_up,Step It Up,102,Self-Stroke Show,"{player}, stroke yourself slowly in front of {partner} while they watch, stopping just before you get too close.",step-it-up-3.json,
step_it_up,Step It Up,103,Deep Throat Warmup,"{player}, take {partner} deep into your mouth for 60 seconds — let them guide depth and speed.",step-it-up-3.json,
step_it_up,Step It Up,104,Mirror Oral,"{player}, position {partner} on their back at the foot of the bed facing a full-length mirror while you eat them out from between their legs.",step-it-up-3.json,
step_it_up,Step It Up,105,Pinned Brink,"{player}, pin {partner}'s hands above their head with one grip while using fingers and mouth to bring them to the brink.",step-it-up-3.json,
step_it_up,Step It Up,106,Bound & Eaten,"{player}, tie {partner}'s wrists loosely with a scarf, then give them intense oral attention.",step-it-up-3.json,
step_it_up,Step It Up,107,Face Sitting,"{player}, have {partner} straddle your face and take complete control over speed and pressure while you lick them.",step-it-up-3.json,
step_it_up,Step It Up,108,Dirty Talk Dictation,"{player}, hold {partner}'s legs wide open and make them describe in dirty detail exactly how your tongue or cock feels.",step-it-up-3.json,
step_it_up,Step It Up,109,Riding Anal Finger,"{player}, while {partner} rides you on top, lube a finger and slowly slide it into their ass, keeping a steady rhythm.",step-it-up-3.json,
step_it_up,Step It Up,110,Anal Tip Only,"{player}, lube {partner}'s ass thoroughly, position them on hands and knees, and slowly slide just the tip inside — hold there until they adjust.",step-it-up-3.json,
step_it_up,Step It Up,111,POV Oral Clip,"{player}, record a short 10-second video on your phone of going down on {partner} from their perspective, then watch it back together.",step-it-up-3.json,
step_it_up,Step It Up,112,Double Penetration Tease,"{player}, slide two lubed fingers into {partner}'s pussy while pressing a thumb or another lubed finger into their ass at the same time.",step-it-up-3.json,
step_it_up,Step It Up,113,Face-Down Anal Fingers,"{player}, position {partner} flat on their stomach with a pillow under their hips, lube their ass, and slowly slide two fingers inside while pressing them into the mattress.",step-it-up-3.json,
finish_off,Finish Off,1,Classic Reimagined,"{player}, choose Missionary, but elevate hips with a pillow and maintain unbroken eye contact until climax.",finish-off.json,
finish_off,Finish Off,2,Edge of the Bed,"{player}, put {partner} at the edge of the bed. Stand or kneel between their legs and finish them off.",finish-off.json,
finish_off,Finish Off,3,Cowgirl / Rider Control,"{player}, take top position and dictate the rhythm, speed, and depth completely.",finish-off.json,
finish_off,Finish Off,4,Spoons Position,"{player}, lying on your sides facing the same direction for deep, intimate, and effortless connection.",finish-off.json,
finish_off,Finish Off,5,Doggy Style Focus,"{player}, rear-entry position with firm hands on hips or pulling gently on waist/hair.",finish-off.json,
finish_off,Finish Off,6,Lotus Hold,"{player}, sit upright wrapped tightly around each other in a close, chest-to-chest embrace.",finish-off.json,
finish_off,Finish Off,7,Standing Intimacy,"{player}, perform standing against a sturdy wall or lifted onto a high dresser or bed edge.",finish-off.json,
finish_off,Finish Off,8,Prone Bone,"{player}, lying completely flat on stomach while partner enters from behind, maintaining close full-body weight.",finish-off.json,
finish_off,Finish Off,9,Climax Together,"{player}, set a goal to match pace and breathe together to push for a simultaneous climax.",finish-off.json,
finish_off,Finish Off,10,Finish off with oral,"{player}, finish {partner} off with your mouth on {partner_cock}. Stay there until they come.",finish-off.json,
finish_off,Finish Off,11,Reverse Cowgirl,"{player}, take top position facing away from {partner}, using a mirror if available.",finish-off.json,
finish_off,Finish Off,12,The Bridge,"{player}, elevate lower back and place feet flat on the mattress to create an intense angle.",finish-off.json,
finish_off,Finish Off,13,Speed Finish,"{player}, pick your favorite position and push the tempo as fast and intense as possible.",finish-off.json,
finish_off,Finish Off,14,Agonizingly Slow Finish,"{player}, maintain your current position, but drop the speed to ultra-slow, deep deliberate movements.",finish-off.json,
finish_off,Finish Off,15,Manual Assistance,"{player}, incorporate hand touch or clitoral/prostate stimulation directly during peak action.",finish-off.json,
finish_off,Finish Off,16,Toy Finish,"{player}, bring in a vibration/bullet toy during penetration to push over the finish line.",finish-off.json,
finish_off,Finish Off,17,Mirror View Finish,"{player}, finish in a position directly facing a mirror so both can watch the moment of climax.",finish-off.json,
finish_off,Finish Off,18,X-Mark Position,"{player}, lie back with legs crossed tightly over {partner}'s shoulders to maximize sensation.",finish-off.json,
finish_off,Finish Off,19,Dirty Talk Finale,"{player}, whisper uninterrupted explicit praise and dirty talk into {partner}'s ear until they finish.",finish-off.json,
finish_off,Finish Off,20,Restrained Climax,"{player}, hold {partner}'s hands pinned above their head as they reach peak climax.",finish-off.json,
finish_off,Finish Off,21,Butter Churner Angle,"{player}, fold {partner}'s legs deep toward their head on the bed for maximum depth and intensity.",finish-off.json,
finish_off,Finish Off,22,Side-by-Side Angle,"{player}, interlock legs while lying side-by-side facing each other, kissing throughout.",finish-off.json,
finish_off,Finish Off,23,Lapside Rider,"{player}, sit in a chair or on the edge of the couch wrapped together for a controlled finish.",finish-off.json,
finish_off,Finish Off,24,Chest Praise,"{player}, look directly into {partner}'s eyes and say 'Finish for me' in a low, firm command.",finish-off.json,
finish_off,Finish Off,25,Edge On Demand,"{player}, bring {partner} right to the absolute brink, hold for 10 seconds, then allow full release.",finish-off.json,
finish_off,Finish Off,26,Shower / Water Finish,"{player}, move the final climactic play into a warm shower or tub.",finish-off.json,
finish_off,Finish Off,27,Deep Hug Finish,"{player}, wrap arms tightly around {partner}'s neck and back, pulling them flat against you for the release.",finish-off.json,
finish_off,Finish Off,28,Kneeling Angle,"{player}, both partners kneeling upright on the bed, holding shoulders or waist for balance.",finish-off.json,
finish_off,Finish Off,29,The Arch,"{player}, support {partner}'s lower spine with your hands to arch their back during peak intensity.",finish-off.json,
finish_off,Finish Off,30,Hands-Free Focus,"{player}, finish relying solely on body movement and rhythm without using hands.",finish-off.json,
finish_off,Finish Off,31,Sensory Blindfold Finish,"{player}, blindfold {partner} so their entire focus is locked onto physical sensation.",finish-off.json,
finish_off,Finish Off,32,Rhythm Switch,"{player}, alternate 10 fast strokes with 10 slow strokes until climax.",finish-off.json,
finish_off,Finish Off,33,Over-the-Legs Doggy,"{player}, partner lies face down across the bed with legs hanging off the side.",finish-off.json,
finish_off,Finish Off,34,Thigh Squeeze,"{player}, squeeze {partner}'s thighs tightly around your waist as you reach the climax.",finish-off.json,
finish_off,Finish Off,35,Neck Biting Finish,"{player}, gently bite down on {partner}'s collarbone or neck right as the climax hits.",finish-off-2.json,
finish_off,Finish Off,36,Mutual Manual,"{player}, switch to mutual masturbation while lying chest-to-chest, watching each other finish.",finish-off-2.json,
finish_off,Finish Off,37,Full Weight Lock,"{player}, lying completely flat on top of partner, interlocked fingers, breathing in sync.",finish-off-2.json,
finish_off,Finish Off,38,Double Angle Shift,"{player}, switch positions twice within 2 minutes to build maximum sensation before release.",finish-off-2.json,
finish_off,Finish Off,39,Deep Breathing Release,"{player}, take three deep synchronized breaths together right before letting go completely.",finish-off-2.json,
finish_off,Finish Off,40,Explicit Order,"{player}, tell {partner} exactly where and how you want them to finish.",finish-off-2.json,
finish_off,Finish Off,41,Forehead-to-Forehead,"{player}, press foreheads together, eyes locked, throughout the entire climactic buildup.",finish-off-2.json,
finish_off,Finish Off,42,Elevated Missionary,"{player}, classic Missionary with a pillow under the hips, keeping eyes locked until release.",finish-off-2.json,
finish_off,Finish Off,43,Guided Rear Entry,"{player}, finish {partner} off from behind, hands on their hips, guiding the tempo.",finish-off-2.json,
finish_off,Finish Off,44,Top Control Rider,"{player}, get on top of {partner} and take complete control over speed and angle until they finish.",finish-off-2.json,
finish_off,Finish Off,45,Close Spooning,"{player}, lie behind {partner} in spoons and finish them off slow and close.",finish-off-2.json,
finish_off,Finish Off,46,Chest Lotus,"{player}, sit upright wrapped around {partner}, chest-to-chest, and finish them off in a close hug.",finish-off-2.json,
finish_off,Finish Off,47,Standing Bed Edge,"{player}, standing against a wall or edge of a high bed for a powerful finish.",finish-off-2.json,
finish_off,Finish Off,48,Full-Contact Prone,"{player}, lay {partner} flat on their stomach and finish them off from behind with full-body contact.",finish-off-2.json,
finish_off,Finish Off,49,Reverse Top,"{player}, get on top of {partner} facing away, and finish them off from there.",finish-off-2.json,
finish_off,Finish Off,50,Floor & Bed Edge,"{player}, put {partner} at the edge of the bed. Kneel or stand on the floor and finish them off.",finish-off-2.json,
finish_off,Finish Off,51,Over-Shoulder X,"{player}, x-Mark—legs resting up over {partner}'s shoulders for deep angle and sensation.",finish-off-2.json,
finish_off,Finish Off,52,Synced Climax,"{player}, match your breathing and rhythm to aim for a simultaneous climax together.",finish-off-2.json,
finish_off,Finish Off,53,Finish off with oral — stay there,"{player}, finish {partner} off with your mouth on {partner_cock}. Switch to your mouth and do not switch back.",finish-off-2.json,
finish_off,Finish Off,54,Max Sprint Tempo,"{player}, finish at an ultra-fast, high-energy pace until complete release.",finish-off-2.json,
finish_off,Finish Off,55,Ultra Slow Penetration,"{player}, finish at an agonizingly slow, deep pace, taking your time with every movement.",finish-off-2.json,
finish_off,Finish Off,56,Penetration Plus Touch,"{player}, incorporate manual clitoral/prostate stimulation during the climactic push.",finish-off-2.json,
finish_off,Finish Off,57,Vibrating Finale,"{player}, introduce a vibration toy during penetration to push over the edge.",finish-off-2.json,
finish_off,Finish Off,58,Verbal Climax Drive,"{player}, whisper uninterrupted dirty talk and praise into {partner}'s ear until they finish.",finish-off-2.json,
finish_off,Finish Off,59,Commanded Release,"{player}, look into {partner}'s eyes and give a firm, loving command: 'Finish for me.'.",finish-off-2.json,
finish_off,Finish Off,60,Pinned Wrists Release,"{player}, hold {partner}'s hands pinned flat to the mattress as they climax.",finish-off-2.json,
finish_off,Finish Off,61,Pause & Permission,"{player}, bring {partner} to the brink, pause for 10 seconds, then give full permission to let go.",finish-off-2.json,
finish_off,Finish Off,62,Hands to finish,"{player}, finish {partner} off with your hands on {partner_cock}.",finish-off-2.json,
finish_off,Finish Off,63,Oral for you,"{player}, let {partner} finish you off with their mouth on {player_cock}.",finish-off-2.json,
finish_off,Finish Off,64,Finish from behind,"{player}, finish {partner} off from behind — hands on their hips, {player_cock} deep.",finish-off-2.json,
finish_off,Finish Off,65,On top to finish,"{player}, get on top of {partner} and ride {partner_cock} until they finish.",finish-off-2.json,
finish_off,Finish Off,66,Mouth then hands,"{player}, start finishing {partner} off with your mouth on {partner_cock}, then use your hands to take them over.",finish-off-2.json,
finish_off,Finish Off,67,Eye contact oral,"{player}, finish {partner} off with your mouth on {partner_cock} and do not look away from their eyes.",finish-off-2.json,
finish_off,Finish Off,68,Slow oral finish,"{player}, finish {partner} off with your mouth on {partner_cock}, as slow as you can stand.",finish-off-2.json,
finish_off,Finish Off,69,Cum on tits,{player} pulls {player_cock} out and cums on {partner}'s {partner_tits}.,finish-off-2.json,
finish_off,Finish Off,70,Stroke and finish on chest,"{player}, wrap a hand around {player_cock} and finish on {partner}'s {partner_chest}.",finish-off-2.json,
finish_off,Finish Off,71,Mouth then cum on body,"{player}, get {partner} close with your mouth on {partner_cock}, then pull back and finish on their body.",finish-off-2.json,
finish_off,Finish Off,72,Guide their hand,"{player}, put {partner}'s hand on {player_cock} and make them finish you off.",finish-off-2.json,
finish_off,Finish Off,73,Mouth Finish,"{player}, pull out right before release and finish in {partner}'s mouth.",finish-off-3.json,
finish_off,Finish Off,74,Chest & Throat Paint,"{player}, pull out at the last second and cum across {partner}'s chest and neck.",finish-off-3.json,
finish_off,Finish Off,75,Face Tribute,"{player}, pull out right at the edge and finish on {partner}'s face.",finish-off-3.json,
